date,org,title,researcher,link,source
2025-12-22,国信证券,估值周观察（12月第3期）：风格反转，行业轮动,"王开,陈凯畅",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=%2F3mWTBCzbS3S7%2FZc46MWFPvw34Mc8bBXnPtsSJzdB18%3D,recent_ai_quant_report_index
2025-12-14,国信证券,AI赋能资产配置（三十二）：AI如何赋能财经信息“聚合提纯”？,"王开,陈凯畅",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=UuMiCa57Dzl2XEUqskt5goj4MWwUTR3aX8q8JeQPjhA%3D,recent_ai_quant_report_index
2025-12-14,开源证券,北交所策略专题报告：GPT5.2发布、千问破3000万月活，聚焦AI产业映射下北证核心资产,诸海滨,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=UuMiCa57Dzl2XEUqskt5gpPJ12I9wASniV7zczLF6c0%3D,recent_ai_quant_report_index
2025-12-14,国信证券,AI赋能资产配置（三十三）：DeepSeek与Gemini，谁更懂A股？,"王开,陈凯畅",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=UuMiCa57Dzl2XEUqskt5ggeo7NJC%2F%2FerUlHKppyJh0k%3D,recent_ai_quant_report_index
2025-12-11,国信证券,AI赋能资产配置（三十）：投研效率革命已至，但AI边界在哪？,"王开,陈凯畅",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=pvTYqdH%2BLMicWbVTBURjsF2nMJJwaBZ3FR4e1ZDbnmQ%3D,recent_ai_quant_report_index
2025-12-11,国信证券,AI赋能资产配置（三十一）：对冲基金怎么用AI做投资,"王开,陈凯畅",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=pvTYqdH%2BLMicWbVTBURjsLBrTFsNEZbSTNo40YuhBT4%3D,recent_ai_quant_report_index
2025-12-04,中银证券,资产配置模型系列：基于周期理论的改进BL资产配置模型与应用展望,"王君,郭晓希",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=HQy6sHzWp2NYQ9zexcYXVSq5qRRLHgz0GOniPbl9AzQ%3D,recent_ai_quant_report_index
2025-12-03,国信证券,AI赋能资产配置（二十八）：AI、分析师与交易员：殊途同归与优势互补,"王开,陈凯畅",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=oEtsPwp%2BDnHVNDKpZgu8cVkvwC%2B%2BkGQMgCL9az1Zrac%3D,recent_ai_quant_report_index
2025-11-27,国信证券,AI赋能资产配置（二十六）：AI“添翼”：大模型增强投资组合回报,"王开,陈凯畅",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=SMUdRuvWX%2F2ajkO649Im%2FRcvFlrl8Az11yu4%2F5%2B%2FvkE%3D,recent_ai_quant_report_index
2025-11-27,国信证券,AI赋能资产配置（二十七）：AI投研利器：TradingAgents测试,"王开,陈凯畅",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=SMUdRuvWX%2F2ajkO649Im%2FQ02L3sxt7cagp4deC%2BuMe8%3D,recent_ai_quant_report_index
2025-11-24,第一上海证券,AI大模型周报,"李京霖,李倩,陈晓霞",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=00ylwMhJiAk1Ftiu8lE6dS32Lr08M4bf3%2FZIqQRdr3E%3D,recent_ai_quant_report_index
2025-11-18,国信证券,AI赋能资产配置（二十五）：AI投资实战第三赛季：事件型交易预测指南,王开,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=bqgVzjdXCHYJiyJpYBnAuBgL7D4A5hJN%2BAygAR6cIJo%3D,recent_ai_quant_report_index
2025-11-16,华金证券,年底行业轮动如何演绎？,"邓利军,张欣诺",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=TS%2FeFo2Fq%2FKnc%2BrjQ9i%2B3WOhV908CXy8YU1IrHrt%2FWw%3D,recent_ai_quant_report_index
2025-11-13,国信证券,AI赋能资产配置（二十四）：AI投资第二赛季：A股和美股观战指南,王开,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=SX59qqLxo3UDUHvjFXxuCo0AZ6mvYFtD6uy3Glzc29A%3D,recent_ai_quant_report_index
2025-11-11,国信证券,AI赋能资产配置（二十三）：智能投研Agent应用实践,王开,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=J3TeoI0nJyrktVM2xZFkn2OXefPXb%2B2L9Fryyt3paeU%3D,recent_ai_quant_report_index
2025-11-10,国金证券,行业轮动双周度跟踪：边际增持TMT,"高鹤文,冯思诗",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=DSlDEcPhQg9YUtRjTVcp%2FYSYOlYz7Jj2dAMnsAL7Jl0%3D,recent_ai_quant_report_index
2025-11-05,国信证券,AI赋能资产配置（二十一）：从Transformer到Agent，量化投资实战有何变化？,"王开,陈凯畅",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=NPlkCtUt9kHEUdloAfWPbCZ3dEjSZcQSXxyCVXIeFjw%3D,recent_ai_quant_report_index
2025-11-03,国信证券,AI赋能资产配置（二十）：大模型投资实战：观战指南,王开,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=2R2GwUSzqkpYR1CTmpKwIkGM2mkHGAEiHYCoRYK8TjY%3D,recent_ai_quant_report_index
2025-11-02,开源证券,投资策略专题：2025年三季报速览：量价改善，行业轮动力量积蓄,"韦冀星,曹晋",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=2R2GwUSzqkpYR1CTmpKwIhNS8kJCu26rd3kyX1TtGYQ%3D,recent_ai_quant_report_index
2025-10-30,国信证券,AI赋能资产配置（十八）：LLM助力资产配置与投资融合,王开,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=3XOE9tuQCeYEKPg1b8QemHXyVUfcgfMVueb%2FDo103Go%3D,recent_ai_quant_report_index
2025-10-29,国信证券,AI赋能资产配置（十九）：机构AI+投资的实战创新之路,王开,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ZfRS9u1%2ByR6qdUL1kKqzWiMR3dO8imjH17E4nAbZHzw%3D,recent_ai_quant_report_index
2025-10-28,国信证券,热点快评：智绘新篇：AI大模型重塑金融业态,王开,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=Klp1pHCuhBSVNsxGtiNHxNGUN%2Bi01fxKwyv9cYzL7DM%3D,recent_ai_quant_report_index
2025-09-25,国信证券,AI赋能资产配置（十七）：AI盯盘：“9·24”行情案例,"王开,陈凯畅",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=G0YE5X%2FhWaSMkflGiPYBhFcNLjontjG9%2BWQ88dWeSZM%3D,recent_ai_quant_report_index
2025-09-21,华安证券,行业轮动后的市场结构将如何变化？,"郑小霞,刘超,张运智,陈博",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=jnmz2TdRAIsz%2Bg%2F1WjIfzqhaaufDC5i9qkj7aggzlHg%3D,recent_ai_quant_report_index
2025-08-24,国信证券,AI赋能资产配置追踪（2025.8）：下半年增配股市、成长风格占优,"王开,陈凯畅",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ZUVVSaPHAmnnPYirua4TMlvUgtsr7cejKw9Pt4XZIAg%3D,recent_ai_quant_report_index
2025-07-06,国信证券,AI赋能资产配置追踪（2025.7）：AI提示货币信用体系占优,"王开,陈凯畅,董德志",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ZR82pRVUtIYjG8BS63qc43lQt1Qw0seVgiuzS2%2BMSRA%3D,recent_ai_quant_report_index
2025-06-11,民生证券,深度学习因子月报：Meta_Master因子5月实现超额收益3.9%,"叶尔乐,韵天雨",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=hHy8j6m5%2FMe6r52YBONYg8B1sH6rbMwV%2FMu2MYybWtg%3D,recent_ai_quant_report_index
2025-06-09,中邮证券,行业轮动周报：资金博弈停牌个股大幅流入信创ETF，概念轮动速度较快,"肖承志,李子凯",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ezbXk6xnu%2Fvida2lPUEpFazsYnll2nUcWGI%2FbbiGB2s%3D,recent_ai_quant_report_index
2025-05-26,国信证券,AI赋能资产配置（十六）：大模型辅助全球股市复盘和寻锚,王开,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=HDAhjhg6MYzq%2Bf7ibdAcIJSC8h0x9Wv%2F%2Bq1y57%2BI60E%3D,recent_ai_quant_report_index
2025-05-18,国信证券,AI赋能资产配置（十五）：DeepSeek读沪深300 ESG报告（下篇）,"陈凯畅,王开",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=1wXxe%2F9RI1vExdF1u0po9nmFBMkxN09EhyGZpkqe8qc%3D,recent_ai_quant_report_index
2025-05-15,国信证券,AI赋能资产配置（十三）：DeepSeek读沪深300 ESG报告（上篇）,"王开,陈凯畅",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=QoIVZHL08xbvnh%2BPx2kUttMCPlCd9jnuZFcp6wYEPQc%3D,recent_ai_quant_report_index
2025-05-15,国信证券,AI赋能资产配置（十四）：借力大模型应对特朗普言论风险信号,王开,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=QoIVZHL08xbvnh%2BPx2kUtphRIm%2FmTIo7AJdG3wkxm7Y%3D,recent_ai_quant_report_index
2025-05-06,国信证券,AI赋能资产配置（十二）：DeepSeek资产配置进阶实践的20个核心问答,"陈凯畅,王开,董德志",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ovKCkSLIbawSzmnHa4mnCbcG1Adx7PhmtvwfkKRZvUw%3D,recent_ai_quant_report_index
2025-04-20,国信证券,AI赋能资产配置追踪（2025.4）：模型提示股市倾向亚太，A股关注农业军工,"王开,陈凯畅,董德志",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=Q1U3qcnwzEsxcCiUjgsP628tRYtXf6GLWT9t6pRlkgw%3D,recent_ai_quant_report_index
2025-04-20,华安证券,策略研究周度报告：消费行业轮动，行至何阶段？,"郑小霞,刘超,张运智,任思雨",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=Q1U3qcnwzEsxcCiUjgsP60BEuuRQVDSOk2ggKJejHgM%3D,recent_ai_quant_report_index
2025-04-14,国信证券,AI赋能资产配置追踪（2025.4）：DeepSeek提示当前适用货币信用体系，股债轮动效应加剧,"王开,董德志",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=n5bXox9rN2e7v1oRd%2FW9J9mCjm%2BnUXCqvN%2B2Y2V3yuw%3D,recent_ai_quant_report_index
2025-04-10,民生证券,深度学习因子月报：DL_EM_Dynamic因子三月实现超额收益6.6%,"叶尔乐,韵天雨",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=Jk%2FIrPYH11KYA7lllYkvKjqtJDBumwPlveOgrP679Q0%3D,recent_ai_quant_report_index
2025-04-06,华源证券,北交所科技成长产业跟踪第二十期：AI Agent或将成为未来人机协同的主要模式，关注北交所布局AI应用企业,"赵昊,万枭",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=g0dZvvWgXQ8mW9EVqG8%2FGBhZtxD8IsuivWXjjakFwtw%3D,recent_ai_quant_report_index
2025-04-06,国信证券,AI赋能资产配置（十一）：从算力平权到投研平权,王开,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=g0dZvvWgXQ8mW9EVqG8%2FGL%2BvD2Cy8J%2Fjedt0P8mH%2FVo%3D,recent_ai_quant_report_index
2025-04-01,国信证券,AI赋能资产配置（十）：善用DeepSeek重现经典投资策略,王开,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=oVsFMRnefdemR2yNjNTu%2FQz%2B%2F4ceuE%2B3hbP7ibPEEVg%3D,recent_ai_quant_report_index
2025-03-20,国信证券,AI赋能资产配置（九）：DeepSeek打造ESG有效前沿,王开,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=HT1y3FkeSv4mIIjRV8sHWWJ7n9csS9N7txxZDHWIwKA%3D,recent_ai_quant_report_index
2025-03-19,国信证券,AI赋能资产配置（八）：DeepSeek在资产配置中的实战解答,"王开,董德志",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=YOdqHC5L%2BDEfQtlpeouPBRyWsXdKUFBQdAeiplr6aeQ%3D,recent_ai_quant_report_index
2025-03-17,国信证券,AI赋能资产配置（七）：乘风DeepSeek理解货币政策取向,"王开,田地",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=2FV6YWxVvwSERBeA1NZg4RokmSWz49hCSU3%2BpZSj00o%3D,recent_ai_quant_report_index
2025-03-12,国信证券,AI赋能资产配置（六）：海内外资管机构AI大模型应用探索,"王开,陈凯畅",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=CiqmV%2BKFLWlKifP3zbrgPr%2BqCuLq38XlXjPeM78BviE%3D,recent_ai_quant_report_index
2025-03-05,华安证券,重要会议点评：政策靠前发力，把握行业轮动机会,"郑小霞,张运智",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=cJM02qr60%2BnNP6JKWgqwzLNiDW%2FmYfKcuCbYxoVWthM%3D,recent_ai_quant_report_index
2025-03-03,国信证券,AI赋能资产配置（三）：DeepSeek与风险“再平价”,"王开,董德志",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=RVfHWybq3DZRHQJOx9m%2FmtoV39lc2acZZRD1EILaB3U%3D,recent_ai_quant_report_index
2025-03-02,国信证券,AI赋能资产配置（二）：AI重塑ESG投资范式,王开,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=Al9DjKWXoBRKP6pRg9OHzZ5aSomprY27duQDJbwycXA%3D,recent_ai_quant_report_index
2025-03-02,国信证券,主题投资月度观察（2025年第2期）：DeepSeek裂变AI链，恒科交投火热,"王开,陈凯畅",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=Al9DjKWXoBRKP6pRg9OHza0dKf%2BECcY4QbA5iJFvepU%3D,recent_ai_quant_report_index
2025-02-19,国信证券,AI赋能资产配置：DeepSeek对国信多元资配框架的优化,"董德志,王开,邵兴宇",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=rnJxPS60tvPVhLK69agT41oRDm2WrR7iUzriD0TFyGI%3D,recent_ai_quant_report_index
2025-02-09,开源证券,北交所策略专题报告：Deepseek横空出世，关注并行科技等AI相关优质标的,诸海滨,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=kra0pUcENtfkeTVyUe%2FZFMufSf2WoH%2BsgqyCqNKXsqk%3D,recent_ai_quant_report_index
2025-02-09,开源证券,中小盘周报：DeepSeek横空出世，AI产业发展至新阶段,"任浪,赵旭杨,徐剑峰",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=kra0pUcENtfkeTVyUe%2FZFNwy%2FSfxNHUOsl7YmKk6SC8%3D,recent_ai_quant_report_index
2025-02-05,浦银国际证券,浦银国际策略观点：DeepSeek如何影响美股AI主题投资逻辑？,赖烨烨,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=2hz58u%2F93ppEOon7%2B2IKDPkunqKH1Va9UAEwsc49M6k%3D,recent_ai_quant_report_index
2025-01-09,国际数据,大模型应用落地白皮书：企业AI转型行动指南,,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=svNNWHWaairDjgIVi%2FYcsm4BGTZoOcuUlA4jZyCsUv8%3D,recent_ai_quant_report_index
2025-01-08,Alphabet,2025年Agents与基础应用白皮书,"Julia Wiesinger,Patrick Marlow,Vladimir Vuskovic",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=9CcWH9d1onU42MIst3CshjmqxCvqRkvCZAi06mUQnRE%3D,recent_ai_quant_report_index
2025-01-07,开源证券,北交所行业主题报告：AI大模型引领发展，北交所算力优势企业成长空间广阔,诸海滨,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=zobJ2JBCvJjjxBHEORThNnZwEvaZtddeCTmZ0CO6atY%3D,recent_ai_quant_report_index
2024-12-05,西南证券,海外科技2025年投资策略：AI投资手册·ChatGPT发布两周年纪念版-AI Infra奏响主旋律，AI Agent拉开新画布,王湘杰,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=V8wvn6awcY16UR5dGX5gY5Qs3swTGOMpb5HXNFk0SjA%3D,recent_ai_quant_report_index
2024-11-24,中银证券,中银量化多策略行业轮动周报,"郭策,陈亮",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=hJJHsAg0fMQ0ncVMrvdaiMRgvgs1ZXBTelg6sdNqi0o%3D,recent_ai_quant_report_index
2024-11-10,中银证券,中银量化多策略行业轮动周报,"郭策,陈亮",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=IrS7fs5%2B5l4u8P6Jbeo6TASD5YDLtlGLIVpbzBrxLdk%3D,recent_ai_quant_report_index
2024-11-03,中银证券,中银量化多策略行业轮动周报,"郭策,陈亮",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=eO0LDdDmu3JAeEEkz6m4cdIqV3sdNCHAF9FMCvx7XDY%3D,recent_ai_quant_report_index
2024-10-27,中银证券,中银量化多策略行业轮动周报,"郭策,陈亮",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=qOgMjjTwPbYnSJ8Of%2FDqC%2FrLw2WSRQ%2B4NeJWOIpJuJU%3D,recent_ai_quant_report_index
2024-10-13,中银证券,中银量化多策略行业轮动周报,"郭策,陈亮",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=p9sLAT01v17d99p2NO23e5mgxdEvXgUAy7rO%2BBNJYFg%3D,recent_ai_quant_report_index
2024-09-23,开源证券,北交所科技新产业跟踪第三十六期：OpenAI发布了两款o1大语言模型，北交所AI大模型产业链再梳理,"诸海滨,赵昊,万枭",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=hx%2BvIgDu%2Fdc3PvwNgOKvVPJaVhwVR18EmcDPnU69bO4%3D,recent_ai_quant_report_index
2024-08-04,中银证券,中银量化多策略行业轮动周报,"郭策,陈亮",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=pKvdrr8YCBYiacUQp0A3kUhm8agziHPr2DFxWN52aDM%3D,recent_ai_quant_report_index
2024-06-30,中银证券,中银量化多策略行业轮动周报,"郭策,陈亮",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=c2EObIR1nd4YHSqD%2FGRpANdbGOpQU%2FbZZhEYi5cmyEo%3D,recent_ai_quant_report_index
2024-05-26,开源证券,中小盘周报：小鹏端到端大模型上车，开启AI智驾新时代,"任浪,赵旭杨",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=DjUzKD%2Fh6b9fLy7YQOb769jQvKlYhumTgoMjYX1LkdA%3D,recent_ai_quant_report_index
2024-05-21,国金证券,A股投资策略周报：“双周期”框架体系下，如何有效“捕捉”风格与行业轮动？,"张弛,吴慧敏",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=mmikrbOAeDSjXjgh%2F8V8Okp3lHvASLbERpFR9zU0ZTs%3D,recent_ai_quant_report_index
2024-04-30,华安证券,大类资产配置月报第34期：2024年5月：全球经济韧性下，围绕通胀因子配置,"郑小霞,张运智",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ildMGlbOM5dp0kcLmwWhf6dWfupB%2Fye6FHUsjNgQn6Q%3D,recent_ai_quant_report_index
2024-04-12,中银证券,中银量化多策略行业轮动周报,"郭策,陈亮",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=c3sF%2Fh3cjjxfqr1IK9n6uqP8pqZKKH4lPzIrziiZICI%3D,recent_ai_quant_report_index
2024-04-12,中银证券,行业配置月报24年4月：供给侧行业轮动框架,"王君,徐亚,高天然",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=c3sF%2Fh3cjjxfqr1IK9n6ughWOjYEr0KGHpqtrWliWcw%3D,recent_ai_quant_report_index
2024-04-07,中银证券,策略周报：海外走弱，财报季关注盈利因子配置方向,"王君,徐沛东,郭晓希,徐亚,高天然",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=lFam15nsHS6ndrYo6KlYVWqIBRC4w9PAY2Kbwhrs070%3D,recent_ai_quant_report_index
2024-03-31,华金证券,春季行情行业轮动的特征,邓利军,https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=mp8wqSHlqlD%2FJZW6erahy3iM1JDiMfHxERMH8xDtkio%3D,recent_ai_quant_report_index
2024-03-25,东吴证券,策略周评：汇率波动的影响和行业轮动的脉络,"陈刚,陈李",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=EirzsGvdKMqyFdEi13p3RUmzNMiUM0CkOW3F6EJtwKY%3D,recent_ai_quant_report_index
2024-03-22,中银证券,中银量化多策略行业轮动周报,"郭策,陈亮",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=To0MC9u9V5dlMrEyGGd%2B%2BloWil6TjG%2B0Yga2rxvbHGU%3D,recent_ai_quant_report_index
2024-03-13,中邮证券,策略观点：延续快速行业轮动，顺周期交易尚早,"黄子崟,郭惊华,段利强",https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=%2Fphi5PHod0%2FKPfnKW9AKEFbwQj00KmMy9XSL%2F40pKIM%3D,recent_ai_quant_report_index
20260613,华夏时报网,这只股年内跌幅超28％！AI问询扎堆、参股IPO不少 为何市场不买账？,,http://finance.eastmoney.com/a/202606133770541887.html,news_stream
20260609,21世纪经济报道,IT服务概念强势拉升，国家数据局发布AI高质量数据集建设实施方案|异动情报,,http://finance.eastmoney.com/a/202606093764886833.html,news_stream
20260606,中国经营网,中小银行AI轻量化布局背后：“业务适配”成新命题,,http://finance.eastmoney.com/a/202606063762331522.html,news_stream
20260604,21世纪经济报道,神州信息于宏志：一旦AI产生可度量价值，软件估值就会起来,,http://finance.eastmoney.com/a/202606043760551526.html,news_stream
20260604,每日经济新闻,红利国企ETF国泰（510720）盘中走高1.7%，高股息资产配置价值受关注,,http://finance.eastmoney.com/a/202606043760463831.html,news_stream
20260602,证券时报网,AI PC概念上涨2.46%，6股主力资金净流入超亿元,,http://finance.eastmoney.com/a/202606023757645240.html,news_stream
20260519,第一财经,“5·19行情”27周年：从互联网泡沫到AI革命，两轮科技牛有何不同,,http://finance.eastmoney.com/a/202605193742173652.html,news_stream
20260519,证券时报网,20.79亿主力资金净流入，智谱AI概念涨3.04%,,http://finance.eastmoney.com/a/202605193742082323.html,news_stream
20260518,证券时报网,18.88亿主力资金净流入，智谱AI概念涨2.13%,,http://finance.eastmoney.com/a/202605183740515315.html,news_stream
20260518,证券时报网,AI PC概念涨1.83%，主力资金净流入这些股,,http://finance.eastmoney.com/a/202605183740516643.html,news_stream
20260518,证券时报网,AI手机概念上涨2.26%，12股主力资金净流入超亿元,,http://finance.eastmoney.com/a/202605183740518544.html,news_stream
20260512,每日经济新闻,吉林化纤：高品质大丝束碳纤维可以使用在船舶制造，使船舶轻量化,,http://finance.eastmoney.com/a/202605123733951657.html,news_stream
20260511,财中社,浦发银行这笔10亿旧账 要被AI风口吹活了,,http://finance.eastmoney.com/a/202605113732965373.html,news_stream
20260507,证券时报网,AI PC概念涨3.37%，主力资金净流入32股,,http://finance.eastmoney.com/a/202605073730121232.html,news_stream
20260507,每日经济新闻,变压器行业一季报“冷热不均”：订单狂奔有公司却利润下滑 谁吃到了AIDC和出海的“大蛋糕”？,,http://finance.eastmoney.com/a/202605073729052457.html,news_stream
20260507,人民财讯,立讯精密：AI端侧的产品百花齐放 但还没看到千万级的大批量机会,,http://finance.eastmoney.com/a/202605073729463824.html,news_stream
20260506,第一财经,业绩高增验证AI高景气度，半导体个股扎堆创新高,,http://finance.eastmoney.com/a/202605063728823795.html,news_stream
20260506,每日经济新闻,法狮龙：北宸星穹将以ICT产业作为新业务转型发展的战略方向，立足信息与通讯技术，服务于AI智算行业,,http://finance.eastmoney.com/a/202605063728758685.html,news_stream
20260506,每日经济新闻,"利通电子：公司直接运营的AI算力云规模已达38,000P",,http://finance.eastmoney.com/a/202605063728683832.html,news_stream
20260506,证券时报网,远东股份：4月智能电池储能/算力AI业务千万元以上订单金额同比增长2394.90%,,http://finance.eastmoney.com/a/202605063728880831.html,news_stream
20260506,科创板日报,远东股份：4月子公司中标智能电池储能/算力AI相关订单合计7.37亿元,,http://finance.eastmoney.com/a/202605063728876542.html,news_stream
20260506,每日经济新闻,精达股份：公司用于AI服务器产品主要为镀银导体，主要应用于铜缆连接器中的线缆内芯,,http://finance.eastmoney.com/a/202605063728578481.html,news_stream
20260506,每日经济新闻,隆扬电子：公司HVLP5铜箔目前在配合客户交付部分样品订单，尚未有批量化订单,,http://finance.eastmoney.com/a/202605063728571682.html,news_stream
20260506,每日经济新闻,荣旗科技：公司外观缺陷检测设备运用机器视觉技术和AI技术,,http://finance.eastmoney.com/a/202605063728959411.html,news_stream
20260506,界面新闻,财说| 宣亚国际连亏三年，AI转型难解近渴,,http://finance.eastmoney.com/a/202605063728081421.html,news_stream
20260506,每日经济新闻,芒果超媒：公司先后推出了AIGC微短剧《坐标》、影漫联动AIGC漫剧《玉茗茶骨：攻略计划》等多部作品,,http://finance.eastmoney.com/a/202605063728961666.html,news_stream
20260506,每日经济新闻,洲明科技：在智慧园区领域，公司具备光显+AI一体化解决方案能力,,http://finance.eastmoney.com/a/202605063728961733.html,news_stream
20260506,每日经济新闻,洲明科技：Zbrain音视频智能体平台是公司“LED+AI”战略升级的产品,,http://finance.eastmoney.com/a/202605063728959830.html,news_stream
20260506,证券时报网,数字政通发布eGovaAgent政通智能体 落地智慧城市AI治理,,http://finance.eastmoney.com/a/202605063728534193.html,news_stream
20260506,每日经济新闻,*ST中岩：公司聚焦主业工程服务业务，未直接涉及ai龙虾,,http://finance.eastmoney.com/a/202605063728614490.html,news_stream
20260506,每日经济新闻,广联达：公司坚持AI战略，持续打造面向建筑行业各场景的AI智能体产品,,http://finance.eastmoney.com/a/202605063728966754.html,news_stream
20260506,财联社,OLED龙头维信诺营收稳步增长 ViP技术量产与AI大模型双线落地,,http://finance.eastmoney.com/a/202605063728456316.html,news_stream
20260506,中宏网,AI算力潮起：紫光股份一季度业绩强势攀升，全栈能力释放增长动能,,http://finance.eastmoney.com/a/202605063728624353.html,news_stream
20260506,界面新闻,科创100ETF鹏华(588220涨超3.2%，半导体设备与AI算力双轮驱动,,http://finance.eastmoney.com/a/202605063728347576.html,news_stream
20260506,东方财富证券,科创100ETF鹏华涨超3%，半导体设备与AI算力双轮驱动,,http://finance.eastmoney.com/a/202605063728364518.html,news_stream
20260506,每日经济新闻,全球AI业绩超预期提振信心，科创50助力一键布局硬科技核心引擎,,http://finance.eastmoney.com/a/202605063728715751.html,news_stream
20260506,界面新闻,半导体产业链持续强势，科创信息ETF嘉实(588100一键覆盖AI算力、芯片、通信等多个风口,,http://finance.eastmoney.com/a/202605063728445837.html,news_stream
20260506,东方财富证券,科创综指ETF鹏华涨超4%，半导体AI双轮驱动科创行情,,http://finance.eastmoney.com/a/202605063728336738.html,news_stream
20260506,界面新闻,科创综指ETF鹏华(589680涨超5.5%，半导体AI双轮驱动科创行情,,http://finance.eastmoney.com/a/202605063728379760.html,news_stream
20260505,东方财富证券,“我是股东”走进能科科技：共探工业AI赋能智造新路径,,http://finance.eastmoney.com/a/202605053727926698.html,news_stream
20260504,央视新闻,【大国工匠】梁凌宇：为电网铸造“AI底座”,,,news_stream
20260502,红星资本局,德林海将迎新股东，或为AI眼镜“大佬”，其承诺3年内不主动谋求上市公司控制权,,http://finance.eastmoney.com/a/202605023727553590.html,news_stream
