"qType","date","org","title","researcher","link"
"1","2026-03-31","华鑫证券","计算机行业点评报告：OpenAI发布GPT-5.4，原生计算机能力开启AI专业级应用新阶段","任春阳,谢孟津","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603311820892297"
"1","2026-03-31","华鑫证券","计算机行业点评报告：昆仑万维发布2026 AGI战略及三大世界级大模型，技术壁垒与商业化空间双升级","任春阳,谢孟津","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603311820894827"
"1","2026-03-30","金融街证券","智能科技行业2月报：“龙虾”生态爆火推动行业格局重构，AI Agent产业链持续受益","徐娜","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603301820874617"
"1","2026-03-30","开源证券","海外科技行业周报：OpenClaw生态持续深化发展，国产大模型全球市占率再攀新高","初敏,杨哲,荀月","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603301820844532"
"2","2026-03-30","金融街证券","行业轮动ETF策略周报","张一,李杜","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=x9pIQofGzI9LIaB0HSp91gb9Vq7xm4NH0hlo1FggjDA%3D"
"2","2026-03-30","金融街证券","行业轮动ETF策略周报","张一,李杜","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=x9pIQofGzI9LIaB0HSp91plCv314S0rUKM4N%2Bq3rNSg%3D"
"1","2026-03-30","万联证券","计算机行业跟踪报告：“Token”中文名确定为“词元”，关注“词元经济”和AI大模型的商业化路径","夏清莹","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603301820875510"
"2","2026-03-30","金融街证券","大类资产策略研究（二）：全天候策略研究：基于境内ETF的多资产配置实践","张一,柯岩","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=x9pIQofGzI9LIaB0HSp91lGi7H4fewiAWrWEp9OMuHg%3D"
"1","2026-03-30","太平洋","传媒互联网行业点评：Claude更新功能向Agent演进，OpenAI关停Sora","郑磊,李林卉","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603301820876647"
"1","2026-03-29","国金证券","计算机行业研究：再一次谈自定义Agent","刘高畅","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603291820837408"
"1","2026-03-26","沙利文公司","2026年中国智能体市场洞察：侵入式Agent产业治理白皮书","","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603261820773453"
"1","2026-03-26","华鑫证券","计算机行业周报：GPT-5.4mini与nano轻量登场，SkyReels-V4登顶全球AI视频大模型榜首","任春阳","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603261820757819"
"1","2026-03-24","万联证券","通信行业跟踪报告：GTC及OFC 2026聚焦AI算力、Token、Agent以及超大规模AI数据中心的互连需求","夏清莹","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603241820722245"
"1","2026-03-24","爱建证券","电子行业专题报告：OpenClaw赋能AI Agent新范式","许亮,朱俊宇","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603241820721473"
"1","2026-03-20","夲鱼工作室","破局与重塑：2026前沿科技与产业趋势全景洞察：从大模型到智能体，从出海战略到新质消费——解码未来十年的增长蓝图","","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603201820675212"
"1","2026-03-20","联储证券","AI Agent范式升级：从OpenClaw看产业链增长机遇","王竞萱","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603201820675193"
"1","2026-03-19","山西证券","通信行业周跟踪：OFC打开光通信多路线成长空间，关注GTC多AGENT系统架构创新","张天","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603191820638070"
"2","2026-03-18","东海证券","技术分析上证指数简评：上证指数短线有调整风险，但长线向好未变","王洋","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=s7nmvLweMqllj8ucx4%2FdSVL38AdY9QBIECNA8ZK%2FBTY%3D"
"1","2026-03-16","东海证券","电子行业周报：OpenClaw引发Agent热潮，推理Token需求拉动算力增长","方霁","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603161820578951"
"2","2026-03-16","东吴证券","策略周评：Openclaw加速推动Agent落地","陈刚,谢立昕","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ivGavoqmU0N6YSeJK0gsmlabHeBZyMaVEkgotO%2BhKu0%3D"
"1","2026-03-16","开源证券","电子行业点评报告：OpenClaw热潮加速端侧Agent渗透，推理算力需求激增","陈蓉芳,陈瑜熙,张威震","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603161820572634"
"1","2026-03-12","国新证券股份","计算机行业周报：OpenAI发布最新模型GPT-5.4","钟哲元","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603121820506373"
"1","2026-03-10","华鑫证券","半导体行业周报：半导体产业链景气度结构性攀升，Agentic AI带动CPU价值重估","何鹏程","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603101820436373"
"1","2026-03-10","华鑫证券","计算机行业周报：GPT-5.4开启智能体新纪元，REDSearcher框架实现深度搜索Agent技术突破","任春阳","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603101820436379"
"1","2026-03-10","金元证券","计算机行业周评：AI进入“Agent时代”","周强","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603101820453944"
"1","2026-03-09","开源证券","海外行业周报：AI应用向Agent进化，Robotaxi市场化进程提速","初敏,荀月,杨哲","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603091820403487"
"1","2026-03-09","中银证券","计算机行业“一周解码”：OpenClaw带领AI步入“实用Agent”时代","杨思睿,郑静文","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603091820408308"
"1","2026-03-09","中邮证券","计算机：OpenAI发布GPT 5.4再登王者之位，Agent能力再上台阶","李佩京,王思","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603091820411027"
"1","2026-03-08","国金证券","计算机：GPT-5.4：执行型AI加速落地，OpenClaw绝佳搭档","刘高畅","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603081820390974"
"1","2026-03-08","开源证券","电子行业周报：存储高景气度逐步向上游扩散，OpenClaw登顶GitHub开启端侧AIAgent新形态","陈蓉芳,向俊儒","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603081820389005"
"1","2026-03-08","国金证券","传媒互联网产业行业研究：阿里大模型品牌统一为千问，大钲资本竞得蓝瓶咖啡","李华熠,柴梦婷,李洁","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603081820390930"
"2","2026-03-05","浦银国际证券","大模型投资系列（1）：市值比肩京东、快手，智谱和MiniMax的稀缺性溢价和结构性分化","赵丹,杨子超","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=RQ5zBQNbE%2BfVs8MTnXIk%2FwUv%2F%2BpASAaHsM9L6sE9%2Bns%3D"
"1","2026-03-05","东吴证券","房地产行业深度报告：基于量化分析与大模型的房地产股票AI选股系统","姜好幸,刘汪","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603051820297405"
"1","2026-03-04","华鑫证券","计算机行业周报：OpenClaw推动AI迈入Agent时代，NanoBanana2重塑图像生成格局","任春阳","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603041820254315"
"1","2026-03-03","国信证券","互联网行业2026年3月投资策略：观察Agent对互联网生态流量和用户的影响，优选领先大模型厂商和算力供应链","张伦可,陈淑媛,王颖婕,刘子谭,张昊晨","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603031820214091"
"1","2026-03-03","国元证券","计算机行业周报：本周行业小幅上涨，大模型商业化加速","耿军军,王朗","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603031820210529"
"1","2026-03-03","国信证券","传媒互联网周报：DeepSeek V4将发布，持续看好AI应用","张衡,熊莉,陈瑶蓉","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603031820228875"
"1","2026-03-03","万联证券","计算机行业跟踪报告：国产AI大模型使用量大幅增长，关注AI产业的生态构建和数据基础设施建设","夏清莹","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603031820234227"
"2","2026-03-02","国信证券","AI赋能资产配置（三十七）：AI+Deep Research: ESG投研自动化解决方案","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=xaPE959pU87MWNSCxuLFL4mykYMRaMOimzt6rKrWuZ4%3D"
"1","2026-03-02","华龙证券","传媒行业周报：字节发布Seed 2.0系列模型，千问位居中国企业级大模型市场第一","孙伯文,王佳琪","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603021820180289"
"1","2026-03-01","开源证券","通信行业周报：英伟达业绩亮眼，DeepSeek新突破，重视全球AI共振","蒋颖,杜致远","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202603011820157992"
"1","2026-02-27","申港证券","电子行业研究周报：国产大模型出海预期提升，行业涨价多向传导","王伟","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602271820087213"
"1","2026-02-27","头豹研究院","2025年医疗大模型品牌推荐：海量知识深度整合，智能生成革新医疗范式","","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602271820107543"
"1","2026-02-26","山西证券","通信行业周跟踪：国产大模型春节档密集推新，NPO和柜内光3月重点关注","张天,赵天宇","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602261820064869"
"1","2026-02-24","中航证券","AI医疗2月月报：AI药物发现提速，国产医疗大模型彰显国际竞争力","李蔚","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602241819995547"
"1","2026-02-24","中银证券","AI行业点评：大模型演进路径逐渐清晰，算力或供不应求","苏凌瑶,周世辉,茅珈恺","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602241819996626"
"1","2026-02-24","开源证券","电子行业点评报告：海内外大模型密集更新，推动AI算力需求持续增长","陈蓉芳,张威震","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602231819984093"
"1","2026-02-23","开源证券","海外AI行业周报：春节成为C端AI全民普及拐点，国产大模型跻身全球第一梯队","初敏,杨哲,荀月","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602231819981353"
"2","2026-02-22","深圳来觅数据信息科技","RimeData周报：Seedance 2.0发布突破音画同步瓶颈，OpenClaw安全合作启动暴露Agent治理缺口","","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=tJcSnfpJq0g4B2iySjXZr77r3L2vHU08%2FiIuPSXuFG4%3D"
"1","2026-02-21","国新证券股份","计算机：OpenClaw带动AI Agent渗透提速","钟哲元","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602211819975835"
"1","2026-02-13","国信证券","传媒行业2月投资策略：大模型能力与大厂AI应用加速，持续看好AI应用与IP潮玩机会","张衡,陈瑶蓉","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602131819926222"
"1","2026-02-13","头豹研究院","金融智能体：从大模型到智能体，AI如何重构金融服务生态？","袁栩聪,付淑芳","https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202602131819924935"
"2","2026-02-08","东吴证券","策略周评：Claude Opus 4.6开启多Agent协作模式","陈刚,谢立昕","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=laLmyrxo1oSiGrVFb48kwNB9hRmOy4FTrUACE80WZMM%3D"
"2","2026-01-30","中银证券","策略点评：Moltbot催化AI agent产业链投资机会","王君,高天然","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=Vbzdc53JbV6%2FGPJE8j%2FCmmEDxv1%2BpUy4%2FDYGN7CbgKs%3D"
"2","2026-01-29","国信证券","AI赋能资产配置（三十六）：更高、更快、更强！AI技术分析进化论","陈凯畅,王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=vQBx8EoWSH5B8Z9rNTdBqGZ1xPm8Gw1ENU5mznLxTFE%3D"
"2","2026-01-27","国信证券","AI赋能资产配置（三十五）：用AI来“接管”投资时钟","王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ti0C8157FPcX743pDeeMGC1%2Fzh7hHb563RN4dpG3mO4%3D"
"2","2025-12-22","国信证券","估值周观察（12月第3期）：风格反转，行业轮动","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=%2F3mWTBCzbS3S7%2FZc46MWFPvw34Mc8bBXnPtsSJzdB18%3D"
"2","2025-12-14","国信证券","AI赋能资产配置（三十二）：AI如何赋能财经信息“聚合提纯”？","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=UuMiCa57Dzl2XEUqskt5goj4MWwUTR3aX8q8JeQPjhA%3D"
"2","2025-12-14","开源证券","北交所策略专题报告：GPT5.2发布、千问破3000万月活，聚焦AI产业映射下北证核心资产","诸海滨","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=UuMiCa57Dzl2XEUqskt5gpPJ12I9wASniV7zczLF6c0%3D"
"2","2025-12-14","国信证券","AI赋能资产配置（三十三）：DeepSeek与Gemini，谁更懂A股？","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=UuMiCa57Dzl2XEUqskt5ggeo7NJC%2F%2FerUlHKppyJh0k%3D"
"2","2025-12-11","国信证券","AI赋能资产配置（三十）：投研效率革命已至，但AI边界在哪？","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=pvTYqdH%2BLMicWbVTBURjsF2nMJJwaBZ3FR4e1ZDbnmQ%3D"
"2","2025-12-11","国信证券","AI赋能资产配置（三十一）：对冲基金怎么用AI做投资","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=pvTYqdH%2BLMicWbVTBURjsLBrTFsNEZbSTNo40YuhBT4%3D"
"2","2025-12-04","中银证券","资产配置模型系列：基于周期理论的改进BL资产配置模型与应用展望","王君,郭晓希","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=HQy6sHzWp2NYQ9zexcYXVSq5qRRLHgz0GOniPbl9AzQ%3D"
"2","2025-12-03","国信证券","AI赋能资产配置（二十八）：AI、分析师与交易员：殊途同归与优势互补","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=oEtsPwp%2BDnHVNDKpZgu8cVkvwC%2B%2BkGQMgCL9az1Zrac%3D"
"2","2025-11-27","国信证券","AI赋能资产配置（二十六）：AI“添翼”：大模型增强投资组合回报","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=SMUdRuvWX%2F2ajkO649Im%2FRcvFlrl8Az11yu4%2F5%2B%2FvkE%3D"
"2","2025-11-27","国信证券","AI赋能资产配置（二十七）：AI投研利器：TradingAgents测试","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=SMUdRuvWX%2F2ajkO649Im%2FQ02L3sxt7cagp4deC%2BuMe8%3D"
"2","2025-11-24","第一上海证券","AI大模型周报","李京霖,李倩,陈晓霞","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=00ylwMhJiAk1Ftiu8lE6dS32Lr08M4bf3%2FZIqQRdr3E%3D"
"2","2025-11-18","国信证券","AI赋能资产配置（二十五）：AI投资实战第三赛季：事件型交易预测指南","王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=bqgVzjdXCHYJiyJpYBnAuBgL7D4A5hJN%2BAygAR6cIJo%3D"
"2","2025-11-16","华金证券","年底行业轮动如何演绎？","邓利军,张欣诺","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=TS%2FeFo2Fq%2FKnc%2BrjQ9i%2B3WOhV908CXy8YU1IrHrt%2FWw%3D"
"2","2025-11-13","国信证券","AI赋能资产配置（二十四）：AI投资第二赛季：A股和美股观战指南","王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=SX59qqLxo3UDUHvjFXxuCo0AZ6mvYFtD6uy3Glzc29A%3D"
"2","2025-11-11","国信证券","AI赋能资产配置（二十三）：智能投研Agent应用实践","王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=J3TeoI0nJyrktVM2xZFkn2OXefPXb%2B2L9Fryyt3paeU%3D"
"2","2025-11-10","国金证券","行业轮动双周度跟踪：边际增持TMT","高鹤文,冯思诗","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=DSlDEcPhQg9YUtRjTVcp%2FYSYOlYz7Jj2dAMnsAL7Jl0%3D"
"2","2025-11-05","国信证券","AI赋能资产配置（二十一）：从Transformer到Agent，量化投资实战有何变化？","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=NPlkCtUt9kHEUdloAfWPbCZ3dEjSZcQSXxyCVXIeFjw%3D"
"2","2025-11-03","国信证券","AI赋能资产配置（二十）：大模型投资实战：观战指南","王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=2R2GwUSzqkpYR1CTmpKwIkGM2mkHGAEiHYCoRYK8TjY%3D"
"2","2025-11-02","开源证券","投资策略专题：2025年三季报速览：量价改善，行业轮动力量积蓄","韦冀星,曹晋","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=2R2GwUSzqkpYR1CTmpKwIhNS8kJCu26rd3kyX1TtGYQ%3D"
"2","2025-10-30","国信证券","AI赋能资产配置（十八）：LLM助力资产配置与投资融合","王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=3XOE9tuQCeYEKPg1b8QemHXyVUfcgfMVueb%2FDo103Go%3D"
"2","2025-10-29","国信证券","AI赋能资产配置（十九）：机构AI+投资的实战创新之路","王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ZfRS9u1%2ByR6qdUL1kKqzWiMR3dO8imjH17E4nAbZHzw%3D"
"2","2025-10-28","国信证券","热点快评：智绘新篇：AI大模型重塑金融业态","王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=Klp1pHCuhBSVNsxGtiNHxNGUN%2Bi01fxKwyv9cYzL7DM%3D"
"2","2025-09-25","国信证券","AI赋能资产配置（十七）：AI盯盘：“9·24”行情案例","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=G0YE5X%2FhWaSMkflGiPYBhFcNLjontjG9%2BWQ88dWeSZM%3D"
"2","2025-09-21","华安证券","行业轮动后的市场结构将如何变化？","郑小霞,刘超,张运智,陈博","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=jnmz2TdRAIsz%2Bg%2F1WjIfzqhaaufDC5i9qkj7aggzlHg%3D"
"2","2025-08-24","国信证券","AI赋能资产配置追踪（2025.8）：下半年增配股市、成长风格占优","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ZUVVSaPHAmnnPYirua4TMlvUgtsr7cejKw9Pt4XZIAg%3D"
"2","2025-08-01","金圆统一证券","策略月报：DeepSeek时刻，持续进行中（2025年8月）","崔威","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=LL5s7nKJR4zExFgtJe%2B5%2FuhXHuPdS%2BBMxTcJHxJNFYg%3D"
"2","2025-07-22","国信证券","策略解读：中国基建的DeepSeek时刻","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=T5SG4XxD5V5I2qKDy8xiyimggDQSYi%2BN4s5nR32%2BX3w%3D"
"2","2025-07-11","东海证券","技术分析行业指数简评：创业板月线技术条件相近于2019年12月突破前状态","王洋","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=B0MXS%2FYNk7jXnKBwJtgWPMBiLP94vuz27wA982yvojc%3D"
"2","2025-07-06","国信证券","AI赋能资产配置追踪（2025.7）：AI提示货币信用体系占优","王开,陈凯畅,董德志","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ZR82pRVUtIYjG8BS63qc43lQt1Qw0seVgiuzS2%2BMSRA%3D"
"2","2025-07-02","第一上海证券","2025年下半年策略报告：2025港股上半年回顾：Deepseek引领中国资产重估，港股表现全球领先","罗凡环","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=QKZA6Mk14ejZJmos%2FgDwTrdQbVKd5%2BQ5WoqKMhkTAAA%3D"
"2","2025-07-01","东海证券","技术分析行业指数简评：证券板块在短线整理充分后，或仍有震荡盘升动能","王洋","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ziZdnDuBQv6%2BRYm0xyMCzml9b4UuwKPGc8kG9Em76xw%3D"
"2","2025-06-30","金圆统一证券","策略季报：迎接中国资产的“DeepSeek时刻”（2025年3季度策略报告）","崔威","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=x%2Bjp3GyPmxVK4xc0gB5JbFxBnitbmQ%2B2%2B6E7Lj28CZM%3D"
"2","2025-06-29","极客邦控股(北京)","中国大模型落地应用研究报告2025","","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=q3OvY8QIPSt%2Fo3K%2Bs7W0mhJ2Blpi7M45gFkRPHE7Qgg%3D"
"2","2025-06-24","东海证券","技术分析行业指数简评：能源金属板块短线技术条件渐次向好，目前仍处相对低位","王洋","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=jut0aI8nrdnNUFt4tYZTyAl7gZEmEyCwrAVNcv22New%3D"
"2","2025-06-11","民生证券","深度学习因子月报：Meta_Master因子5月实现超额收益3.9%","叶尔乐,韵天雨","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=hHy8j6m5%2FMe6r52YBONYg8B1sH6rbMwV%2FMu2MYybWtg%3D"
"2","2025-06-09","中邮证券","行业轮动周报：资金博弈停牌个股大幅流入信创ETF，概念轮动速度较快","肖承志,李子凯","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ezbXk6xnu%2Fvida2lPUEpFazsYnll2nUcWGI%2FbbiGB2s%3D"
"2","2025-06-05","东海证券","技术分析上证指数简评：若有效上破3418点压力位，指数或有进一步盘升动能","王洋","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=5uKQ4%2FUvUDOeNxHGdDEcAqZo%2Bxhgdu6yikHq%2B%2BiYGZ0%3D"
"2","2025-05-26","国信证券","AI赋能资产配置（十六）：大模型辅助全球股市复盘和寻锚","王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=HDAhjhg6MYzq%2Bf7ibdAcIJSC8h0x9Wv%2F%2Bq1y57%2BI60E%3D"
"2","2025-05-20","东海证券","技术分析行业板块简评：保险板块或已走出下降趋势，上涨空间大回落空间小","王洋","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=iLQ9iM%2BeFGK7g%2Bp9BISzoTHbi8%2FWA%2FfZXAZkvzp8ZK4%3D"
"2","2025-05-18","国信证券","AI赋能资产配置（十五）：DeepSeek读沪深300 ESG报告（下篇）","陈凯畅,王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=1wXxe%2F9RI1vExdF1u0po9nmFBMkxN09EhyGZpkqe8qc%3D"
"2","2025-05-16","东海证券","技术分析行业板块简评：证券板块技术条件有所向好，上涨空间大回落空间小","王洋","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=%2FHTwZZc4%2B%2FKuV9XZfjFTuCupJR6hD7kx2siy%2BXkVJw4%3D"
"2","2025-05-15","国信证券","AI赋能资产配置（十三）：DeepSeek读沪深300 ESG报告（上篇）","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=QoIVZHL08xbvnh%2BPx2kUttMCPlCd9jnuZFcp6wYEPQc%3D"
"2","2025-05-15","国信证券","AI赋能资产配置（十四）：借力大模型应对特朗普言论风险信号","王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=QoIVZHL08xbvnh%2BPx2kUtphRIm%2FmTIo7AJdG3wkxm7Y%3D"
"2","2025-05-13","国信证券","策略周思考：挖掘“Deepseek时刻”扩散行业","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=aLzhFCI1EJO9AnwiZUuZS%2BQXvtMoZ89GXZi3Ayw0IVE%3D"
"2","2025-05-12","国信证券","估值周观察（5月第2期）：军工DeepSeek时刻，估值快速扩张","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=i27QAj%2BXaAmCe1%2FE4tMYo%2B86U8YNHHjaa2MxBBai%2FSE%3D"
"2","2025-05-09","东海证券","技术分析上证指数简评：上证指数短线技术条件明显修复，回落空间小上涨空间大","王洋","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=eauVOZRgbN8LwwTqrtaVjXVMPjMNaGgnatFQVK6ulws%3D"
"2","2025-05-06","国信证券","AI赋能资产配置（十二）：DeepSeek资产配置进阶实践的20个核心问答","陈凯畅,王开,董德志","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ovKCkSLIbawSzmnHa4mnCbcG1Adx7PhmtvwfkKRZvUw%3D"
"2","2025-04-20","国信证券","AI赋能资产配置追踪（2025.4）：模型提示股市倾向亚太，A股关注农业军工","王开,陈凯畅,董德志","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=Q1U3qcnwzEsxcCiUjgsP628tRYtXf6GLWT9t6pRlkgw%3D"
"2","2025-04-20","华安证券","策略研究周度报告：消费行业轮动，行至何阶段？","郑小霞,刘超,张运智,任思雨","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=Q1U3qcnwzEsxcCiUjgsP60BEuuRQVDSOk2ggKJejHgM%3D"
"2","2025-04-18","国信证券","基于财报文本的情感语调的分析：DeepSeek辅助识别财务瑕疵","陈凯畅,王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=hAsjZWTidEgaVvH055s1U7ltiBtHmQVXHtarvWNyF3E%3D"
"2","2025-04-16","深圳来觅数据信息科技","Rime创投日报|大模型“国家队”智谱正式启动IPO流程","来觅研究院","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=lzv1Tx%2BMSPabO3zjhZ7ZX3kjt1MNgVkUSvXSPacHCho%3D"
"2","2025-04-14","国信证券","AI赋能资产配置追踪（2025.4）：DeepSeek提示当前适用货币信用体系，股债轮动效应加剧","王开,董德志","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=n5bXox9rN2e7v1oRd%2FW9J9mCjm%2BnUXCqvN%2B2Y2V3yuw%3D"
"2","2025-04-10","民生证券","深度学习因子月报：DL_EM_Dynamic因子三月实现超额收益6.6%","叶尔乐,韵天雨","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=Jk%2FIrPYH11KYA7lllYkvKjqtJDBumwPlveOgrP679Q0%3D"
"2","2025-04-06","华源证券","北交所科技成长产业跟踪第二十期：AI Agent或将成为未来人机协同的主要模式，关注北交所布局AI应用企业","赵昊,万枭","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=g0dZvvWgXQ8mW9EVqG8%2FGBhZtxD8IsuivWXjjakFwtw%3D"
"2","2025-04-06","国信证券","AI赋能资产配置（十一）：从算力平权到投研平权","王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=g0dZvvWgXQ8mW9EVqG8%2FGL%2BvD2Cy8J%2Fjedt0P8mH%2FVo%3D"
"2","2025-04-01","国信证券","AI赋能资产配置（十）：善用DeepSeek重现经典投资策略","王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=oVsFMRnefdemR2yNjNTu%2FQz%2B%2F4ceuE%2B3hbP7ibPEEVg%3D"
